PlotID,Study,Island,geo_entity2,Plot_Area,year,Lat_Dec,Long_Dec,Elev_m,MAT,MAP,PET,AridInd,SubstrateAge_range,SubstrateAge_code,HFP,HII,Plot_Prop_Invaded,SizeClass,Scientific_name,previousName_synon.,SPP_CODE3A,Native_Status,Abundance,Abundance_ha,Clust_manu,Family,Accepted_name_TNRS2022,Accepted_family_TNRS2022
2,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.126728111,5,Psidium guajava,,PSIGUA,alien,1,39,wet_b,Myrtaceae,Psidium guajava,Myrtaceae
2,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.126728111,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,6,236,wet_b,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
2,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.126728111,5,Cibotium glaucum,,CIBGLA,native,13,481,wet_b,Cibotiaceae,Cibotium glaucum,Cibotiaceae
2,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.126728111,5,Cibotium menziesii,,CIBMEN,native,5,196,wet_b,Cibotiaceae,Cibotium menziesii,Cibotiaceae
2,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.126728111,5,Cibotium menziesii,Cibotium spp.,CIBSPP,native,1,39,wet_b,Cibotiaceae,Cibotium menziesii,Cibotiaceae
3,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.02738764,5,Melastoma malabathricum,,MELCAN,alien,1,39,wet_b,Melastomataceae,Melastoma malabathricum,Melastomataceae
3,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.02738764,5,Metrosideros polymorpha,,METPOL,native,36,1385,wet_b,Myrtaceae,Metrosideros polymorpha,Myrtaceae
4,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.572767508,5,Diospyros sandwicensis,,DIOSAN,native,1,39,anone,Ebenaceae,Diospyros sandwicensis,Ebenaceae
4,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.572767508,5,Melastoma malabathricum,,MELCAN,alien,5,196,anone,Melastomataceae,Melastoma malabathricum,Melastomataceae
4,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.572767508,5,Metrosideros polymorpha,,METPOL,native,3,88,anone,Myrtaceae,Metrosideros polymorpha,Myrtaceae
4,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.572767508,5,Psidium cattleianum,,PSICAT,alien,50,1965,anone,Myrtaceae,Psidium cattleyanum,Myrtaceae
4,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.572767508,5,Psidium guajava,,PSIGUA,alien,1,39,anone,Myrtaceae,Psidium guajava,Myrtaceae
4,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.572767508,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,2,79,anone,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
4,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.572767508,5,Cibotium glaucum,,CIBGLA,native,12,472,anone,Cibotiaceae,Cibotium glaucum,Cibotiaceae
4,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.572767508,5,Cibotium menziesii,,CIBMEN,native,24,884,anone,Cibotiaceae,Cibotium menziesii,Cibotiaceae
4,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.572767508,5,Cibotium menziesii,Cibotium spp.,CIBSPP,native,2,79,anone,Cibotiaceae,Cibotium menziesii,Cibotiaceae
5,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.660041124,5,Metrosideros polymorpha,,METPOL,native,41,638,anone,Myrtaceae,Metrosideros polymorpha,Myrtaceae
5,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.660041124,5,Psidium cattleianum,,PSICAT,alien,49,1926,anone,Myrtaceae,Psidium cattleyanum,Myrtaceae
5,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.660041124,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,3,118,anone,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
5,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.660041124,5,Cibotium glaucum,,CIBGLA,native,6,236,anone,Cibotiaceae,Cibotium glaucum,Cibotiaceae
6,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.350530376,5,Aleurites moluccanus,,ALEMOL,alien,7,157,wet_b,Euphorbiaceae,Aleurites moluccanus,Euphorbiaceae
6,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.350530376,5,Falcataria moluccana,,FALMOL,alien,2,20,wet_b,Fabaceae,Falcataria falcata,Fabaceae
6,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.350530376,5,Metrosideros polymorpha,,METPOL,native,7,69,wet_b,Myrtaceae,Metrosideros polymorpha,Myrtaceae
6,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.350530376,5,Psidium cattleianum,,PSICAT,alien,1,39,wet_b,Myrtaceae,Psidium cattleyanum,Myrtaceae
6,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.350530376,5,Psidium guajava,,PSIGUA,alien,12,472,wet_b,Myrtaceae,Psidium guajava,Myrtaceae
6,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.350530376,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,9,354,wet_b,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
6,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.350530376,5,Trema orientalis,,TREORI,alien,1,39,wet_b,Cannabaceae,Trema orientale,Cannabaceae
6,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.350530376,5,Cibotium glaucum,,CIBGLA,native,15,560,wet_b,Cibotiaceae,Cibotium glaucum,Cibotiaceae
6,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.350530376,5,Cibotium menziesii,,CIBMEN,native,10,364,wet_b,Cibotiaceae,Cibotium menziesii,Cibotiaceae
7,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.485700436,5,Melastoma malabathricum,,MELCAN,alien,24,943,anone,Melastomataceae,Melastoma malabathricum,Melastomataceae
7,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.485700436,5,Metrosideros polymorpha,,METPOL,native,12,177,anone,Myrtaceae,Metrosideros polymorpha,Myrtaceae
7,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.485700436,5,Polyscias hawaiensis,,TETHAW,native,1,39,anone,Araliaceae,Polyscias hawaiensis,Araliaceae
7,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.485700436,5,Psidium cattleianum,,PSICAT,alien,26,1022,anone,Myrtaceae,Psidium cattleyanum,Myrtaceae
7,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.485700436,5,Psidium guajava,,PSIGUA,alien,1,39,anone,Myrtaceae,Psidium guajava,Myrtaceae
7,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.485700436,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,10,393,anone,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
7,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.485700436,5,Cibotium glaucum,,CIBGLA,native,6,236,anone,Cibotiaceae,Cibotium glaucum,Cibotiaceae
7,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.485700436,5,Cibotium menziesii,,CIBMEN,native,32,1228,anone,Cibotiaceae,Cibotium menziesii,Cibotiaceae
7,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.485700436,5,Cibotium menziesii,Cibotium spp.,CIBSPP,native,2,49,anone,Cibotiaceae,Cibotium menziesii,Cibotiaceae
8,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.442378273,5,Diospyros sandwicensis,,DIOSAN,native,1,39,anone,Ebenaceae,Diospyros sandwicensis,Ebenaceae
8,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.442378273,5,Freycinetia arborea,,FREARB,native,1,39,anone,Pandanaceae,Freycinetia arborea,Pandanaceae
8,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.442378273,5,Melastoma malabathricum,,MELCAN,alien,1,39,anone,Melastomataceae,Melastoma malabathricum,Melastomataceae
8,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.442378273,5,Metrosideros polymorpha,,METPOL,native,27,707,anone,Myrtaceae,Metrosideros polymorpha,Myrtaceae
8,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.442378273,5,Psidium cattleianum,,PSICAT,alien,43,1690,anone,Myrtaceae,Psidium cattleyanum,Myrtaceae
8,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.442378273,5,Psidium guajava,,PSIGUA,alien,2,79,anone,Myrtaceae,Psidium guajava,Myrtaceae
8,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.442378273,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,12,472,anone,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
8,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.442378273,5,Cibotium glaucum,,CIBGLA,native,13,511,anone,Cibotiaceae,Cibotium glaucum,Cibotiaceae
8,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.442378273,5,Cibotium menziesii,,CIBMEN,native,13,511,anone,Cibotiaceae,Cibotium menziesii,Cibotiaceae
9,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.217054264,5,Melastoma malabathricum,,MELCAN,alien,5,196,wet_b,Melastomataceae,Melastoma malabathricum,Melastomataceae
9,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.217054264,5,Metrosideros polymorpha,,METPOL,native,18,707,wet_b,Myrtaceae,Metrosideros polymorpha,Myrtaceae
10,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.468536101,5,Melastoma malabathricum,,MELCAN,alien,21,825,anone,Melastomataceae,Melastoma malabathricum,Melastomataceae
10,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.468536101,5,Metrosideros polymorpha,,METPOL,native,4,157,anone,Myrtaceae,Metrosideros polymorpha,Myrtaceae
10,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.468536101,5,Psidium cattleianum,,PSICAT,alien,32,1258,anone,Myrtaceae,Psidium cattleyanum,Myrtaceae
10,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.468536101,5,Psidium guajava,,PSIGUA,alien,1,39,anone,Myrtaceae,Psidium guajava,Myrtaceae
10,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.468536101,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,2,79,anone,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
10,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.468536101,5,Cibotium glaucum,,CIBGLA,native,32,1258,anone,Cibotiaceae,Cibotium glaucum,Cibotiaceae
10,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.468536101,5,Cibotium menziesii,,CIBMEN,native,23,874,anone,Cibotiaceae,Cibotium menziesii,Cibotiaceae
10,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.468536101,5,Cibotium menziesii,Cibotium spp.,CIBSPP,native,1,39,anone,Cibotiaceae,Cibotium menziesii,Cibotiaceae
11,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.095890411,5,Diospyros sandwicensis,,DIOSAN,native,2,79,wet_b,Ebenaceae,Diospyros sandwicensis,Ebenaceae
11,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.095890411,5,Metrosideros polymorpha,,METPOL,native,23,432,wet_b,Myrtaceae,Metrosideros polymorpha,Myrtaceae
11,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.095890411,5,Psidium cattleianum,,PSICAT,alien,5,196,wet_b,Myrtaceae,Psidium cattleyanum,Myrtaceae
11,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.095890411,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,3,118,wet_b,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
11,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.095890411,5,Cibotium glaucum,,CIBGLA,native,12,472,wet_b,Cibotiaceae,Cibotium glaucum,Cibotiaceae
11,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.095890411,5,Cibotium menziesii,,CIBMEN,native,19,747,wet_b,Cibotiaceae,Cibotium menziesii,Cibotiaceae
12,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.49628529,5,Diospyros sandwicensis,,DIOSAN,native,1,39,anone,Ebenaceae,Diospyros sandwicensis,Ebenaceae
12,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.49628529,5,Metrosideros polymorpha,,METPOL,native,24,354,anone,Myrtaceae,Metrosideros polymorpha,Myrtaceae
12,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.49628529,5,Polyscias hawaiensis,,TETHAW,native,8,138,anone,Araliaceae,Polyscias hawaiensis,Araliaceae
12,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.49628529,5,Psidium cattleianum,,PSICAT,alien,34,1336,anone,Myrtaceae,Psidium cattleyanum,Myrtaceae
12,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.49628529,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,1,39,anone,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
12,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.49628529,5,Cibotium menziesii,,CIBMEN,native,20,786,anone,Cibotiaceae,Cibotium menziesii,Cibotiaceae
13,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.594566713,5,Diospyros sandwicensis,,DIOSAN,native,1,10,anone,Ebenaceae,Diospyros sandwicensis,Ebenaceae
13,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.594566713,5,Metrosideros polymorpha,,METPOL,native,24,295,anone,Myrtaceae,Metrosideros polymorpha,Myrtaceae
13,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.594566713,5,Polyscias hawaiensis,,TETHAW,native,1,10,anone,Araliaceae,Polyscias hawaiensis,Araliaceae
13,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.594566713,5,Psidium cattleianum,,PSICAT,alien,44,1729,anone,Myrtaceae,Psidium cattleyanum,Myrtaceae
13,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.594566713,5,Psychotria hawaiiensis,Psychotria spp.,PSYSPP,native,1,39,anone,Rubiaceae,Psychotria hawaiiensis,Rubiaceae
13,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.594566713,5,Cibotium glaucum,,CIBGLA,native,1,39,anone,Cibotiaceae,Cibotium glaucum,Cibotiaceae
13,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.594566713,5,Cibotium menziesii,,CIBMEN,native,20,786,anone,Cibotiaceae,Cibotium menziesii,Cibotiaceae
14,Zimmerman,Hawai'i Island,Hawai'i Island,1017.88,NA,19.443586,-154.910211,129.6577911,22.25222969,2904.545898,2672.541016,1.086810598,575,475,34,22,0.120040692,5,Melastoma malabathricum,,MELCAN,alien,3,118,wet_b,Melastomataceae,Melastoma malabathricum,Melastomataceae
